IssuedDate,Year,Month,Day,DailyNumFines,NumPaidFines,TotalFineAmount,AvgPaidFine,MinTemp,RainPrecip,SnowPrecip,Wind,CO,CO_LEVEL,NO2,NO2_LEVEL,O3,O3_LEVEL,PM10,PM10_LEVEL,PM25,PM25_LEVEL,NA_Correction,Tues,Wed,Thurs,Fri,Sat,Sun,AQI,AQI_LEVEL
2015-03-17,2015,3,Tuesday,106,95.0,2780,29.26315789473684,3.1,0.0,0.0,15.5,0.6,Good,37.0,Good,0.049,Good,18.140562248995984,Good,4.6,Good,True,1,0,0,0,0,0,45,Good
2015-03-18,2015,3,Wednesday,61,50.0,1926,38.52,8.0,0.0,0.0,14.2,0.3,Good,30.0,Good,0.05,Good,18.140562248995984,Good,4.0,Good,True,0,1,0,0,0,0,46,Good
2015-03-19,2015,3,Thursday,64,45.0,1457,32.37777777777778,4.5,0.0,0.0,13.5,0.4,Good,31.0,Good,0.046,Good,19.0,Good,3.6,Good,False,0,0,1,0,0,0,43,Good
2015-03-20,2015,3,Friday,38,31.0,766,24.70967741935484,2.8,0.0,0.0,8.1,0.5,Good,43.0,Good,0.05,Good,18.140562248995984,Good,4.2,Good,True,0,0,0,1,0,0,46,Good
2015-03-22,2015,3,Sunday,36,34.0,1257,36.97058823529412,5.5,0.0,0.0,8.3,0.4,Good,25.0,Good,0.045,Good,18.0,Good,4.4,Good,False,0,0,0,0,0,1,42,Good
2015-03-23,2015,3,Monday,71,53.0,1847,34.84905660377358,5.8,5.6,0.0,10.1,0.3,Good,23.0,Good,0.04,Good,18.140562248995984,Good,3.7,Good,True,0,0,0,0,0,0,37,Good
2015-03-24,2015,3,Tuesday,90,75.0,1894,25.25333333333333,-0.8,0.8,0.0,13.4,0.4,Good,32.0,Good,0.041,Good,18.140562248995984,Good,2.4,Good,True,1,0,0,0,0,0,38,Good
2015-03-25,2015,3,Wednesday,37,34.0,1104,32.47058823529412,0.5,0.5,0.0,12.4,0.4,Good,29.0,Good,0.046,Good,8.0,Good,1.7,Good,False,0,1,0,0,0,0,43,Good
2015-03-26,2015,3,Thursday,79,57.0,1675,29.385964912280706,3.6,0.0,0.0,8.7,0.7,Good,37.0,Good,0.043,Good,18.140562248995984,Good,3.9,Good,True,0,0,1,0,0,0,40,Good
2015-03-27,2015,3,Friday,110,57.0,1893,33.21052631578947,4.8,0.0,0.0,8.6,0.6,Good,34.0,Good,0.04,Good,18.140562248995984,Good,3.8,Good,True,0,0,0,1,0,0,37,Good
2015-03-28,2015,3,Saturday,6,6.0,226,37.66666666666666,4.0,0.0,0.0,16.4,0.4,Good,29.0,Good,0.047,Good,14.0,Good,3.5,Good,False,0,0,0,0,1,0,44,Good
2015-03-29,2015,3,Sunday,38,36.0,1328,36.888888888888886,5.9,0.0,0.0,12.6,0.3,Good,24.0,Good,0.053,Good,18.140562248995984,Good,3.0,Good,True,0,0,0,0,0,1,49,Good
2015-03-30,2015,3,Monday,62,48.0,2325,48.4375,4.9,0.0,0.0,5.8,0.5,Good,56.0,Moderate,0.046,Good,18.140562248995984,Good,4.8,Good,True,0,0,0,0,0,0,53,Moderate
2015-03-31,2015,3,Tuesday,79,68.0,2244,33.0,4.6,0.0,0.0,22.1,0.6,Good,60.0,Moderate,0.055,Moderate,18.140562248995984,Good,7.1,Good,True,1,0,0,0,0,0,57,Moderate
2015-04-01,2015,4,Wednesday,39,35.0,1323,37.8,3.7,0.0,0.0,21.0,0.3,Good,20.43054393305439,Good,0.052,Good,30.172,Good,6.9,Good,True,0,1,0,0,0,0,48,Good
2015-04-02,2015,4,Thursday,48,37.0,1085,29.324324324324323,1.8,0.0,0.28,19.6,0.3,Good,20.43054393305439,Good,0.047,Good,30.172,Good,2.5,Good,True,0,0,1,0,0,0,44,Good
2015-04-03,2015,4,Friday,48,40.0,1575,39.375,2.3,0.0,0.0,8.9,0.5,Good,20.43054393305439,Good,0.053,Good,11.0,Good,3.5,Good,True,0,0,0,1,0,0,49,Good
2015-04-06,2015,4,Monday,15,13.0,575,44.23076923076923,5.3,1.3,0.0,18.7,0.3,Good,20.43054393305439,Good,0.055,Moderate,33.0,Good,9.3,Good,True,0,0,0,0,0,0,51,Moderate
2015-04-07,2015,4,Tuesday,66,59.0,1700,28.8135593220339,3.2,0.0,0.0,21.8,0.4,Good,20.43054393305439,Good,0.054,Good,30.172,Good,12.7,Moderate,True,1,0,0,0,0,0,52,Moderate
2015-04-08,2015,4,Wednesday,55,50.0,1582,31.64,3.3,4.1,1.26,16.8,0.2,Good,20.43054393305439,Good,0.049,Good,30.172,Good,2.4,Good,True,0,1,0,0,0,0,45,Good
2015-04-09,2015,4,Thursday,33,28.0,755,26.964285714285715,3.0,0.3,0.0,10.7,0.3,Good,20.43054393305439,Good,0.047,Good,10.0,Good,3.8,Good,True,0,0,1,0,0,0,44,Good
2015-04-10,2015,4,Friday,14,14.0,560,40.0,4.4,0.0,0.0,6.4,0.3,Good,20.43054393305439,Good,0.053,Good,30.172,Good,5.7,Good,True,0,0,0,1,0,0,49,Good
2015-04-12,2015,4,Sunday,50,45.0,2411,53.577777777777776,4.5,0.0,0.0,15.0,0.2,Good,20.43054393305439,Good,0.056,Moderate,11.0,Good,3.3,Good,True,0,0,0,0,0,1,54,Moderate
2015-04-13,2015,4,Monday,54,50.0,1385,27.7,5.5,0.0,0.0,12.1,0.4,Good,20.43054393305439,Good,0.049,Good,30.172,Good,4.0,Good,True,0,0,0,0,0,0,45,Good
2015-04-14,2015,4,Tuesday,61,55.0,1865,33.90909090909091,1.1,1.5,1.68,38.2,0.4,Good,20.43054393305439,Good,0.055,Moderate,30.172,Good,19.4,Moderate,True,1,0,0,0,0,0,66,Moderate
2015-04-15,2015,4,Wednesday,22,18.0,471,26.166666666666668,-1.7,0.0,6.37,12.4,0.2,Good,20.43054393305439,Good,0.042,Good,8.0,Good,3.6,Good,True,0,1,0,0,0,0,39,Good
2015-04-16,2015,4,Thursday,64,58.0,1494,25.75862068965517,-2.7,0.0,0.14,18.2,0.3,Good,20.43054393305439,Good,0.041,Good,30.172,Good,4.9,Good,True,0,0,1,0,0,0,38,Good
2015-04-17,2015,4,Friday,83,75.0,2141,28.546666666666667,1.7,0.5,0.0,18.0,0.4,Good,20.43054393305439,Good,0.046,Good,30.172,Good,3.8,Good,True,0,0,0,1,0,0,43,Good
2015-04-18,2015,4,Saturday,2,2.0,40,20.0,3.9,0.0,0.0,15.6,0.3,Good,20.43054393305439,Good,0.055,Moderate,14.0,Good,4.6,Good,True,0,0,0,0,1,0,51,Moderate
2015-04-19,2015,4,Sunday,3,3.0,103,34.333333333333336,3.3,0.0,0.0,12.4,0.3,Good,20.43054393305439,Good,0.055,Moderate,30.172,Good,5.3,Good,True,0,0,0,0,0,1,51,Moderate
2015-04-20,2015,4,Monday,10,9.0,253,28.11111111111111,6.1,0.0,0.0,8.7,0.4,Good,20.43054393305439,Good,0.058,Moderate,30.172,Good,10.9,Good,True,0,0,0,0,0,0,61,Moderate
2015-04-21,2015,4,Tuesday,55,48.0,1594,33.208333333333336,5.2,0.0,0.0,10.4,0.4,Good,20.43054393305439,Good,0.056,Moderate,30.172,Good,13.0,Moderate,True,1,0,0,0,0,0,54,Moderate
2015-04-22,2015,4,Wednesday,84,73.0,2865,39.24657534246575,5.3,0.0,0.0,17.7,0.4,Good,20.43054393305439,Good,0.055,Moderate,30.172,Good,8.3,Good,True,0,1,0,0,0,0,51,Moderate
2015-04-23,2015,4,Thursday,66,57.0,1785,31.31578947368421,6.5,1.1,0.0,9.8,0.4,Good,20.43054393305439,Good,0.055,Moderate,30.172,Good,6.4,Good,True,0,0,1,0,0,0,51,Moderate
2015-04-24,2015,4,Friday,127,75.0,2309,30.786666666666665,7.2,6.8,0.0,16.7,0.4,Good,20.43054393305439,Good,0.054,Good,30.172,Good,6.1,Good,True,0,0,0,1,0,0,50,Good
2015-04-27,2015,4,Monday,28,24.0,544,22.666666666666668,3.9,0.0,0.0,13.8,0.4,Good,20.43054393305439,Good,0.046,Good,30.172,Good,4.2,Good,True,0,0,0,0,0,0,43,Good
2015-04-28,2015,4,Tuesday,53,38.0,1173,30.86842105263158,4.5,0.0,0.0,7.2,0.3,Good,20.43054393305439,Good,0.054,Good,30.172,Good,3.8,Good,True,1,0,0,0,0,0,50,Good
2015-04-29,2015,4,Wednesday,20,18.0,595,33.05555555555556,6.0,0.0,0.0,12.6,0.3,Good,20.43054393305439,Good,0.059,Moderate,21.0,Good,4.363117870722434,Good,True,0,1,0,0,0,0,64,Moderate
2015-04-30,2015,4,Thursday,256,226.0,4421,19.561946902654867,10.8,0.0,0.0,13.1,0.3,Good,20.43054393305439,Good,0.055,Moderate,30.172,Good,5.2,Good,True,0,0,1,0,0,0,51,Moderate
2015-05-01,2015,5,Friday,1,1.0,50,50.0,10.9,0.0,0.0,5.5,0.3,Good,15.716465863453816,Good,0.058,Moderate,24.968503937007878,Good,6.7,Good,True,0,0,0,1,0,0,61,Moderate
2015-05-04,2015,5,Monday,47,31.0,817,26.35483870967742,13.2,0.1,0.0,9.2,0.3,Good,15.716465863453816,Good,0.056,Moderate,24.968503937007878,Good,6.1,Good,True,0,0,0,0,0,0,54,Moderate
2015-05-05,2015,5,Tuesday,35,29.0,816,28.13793103448276,11.5,3.1,0.0,7.6,0.3,Good,15.716465863453816,Good,0.053,Good,24.968503937007878,Good,6.2,Good,True,1,0,0,0,0,0,49,Good
2015-05-06,2015,5,Wednesday,16,11.0,246,22.363636363636363,9.4,3.4,0.0,10.2,0.2,Good,15.716465863453816,Good,0.051,Good,5.0,Good,2.6,Good,True,0,1,0,0,0,0,47,Good
2015-05-07,2015,5,Thursday,31,22.0,453,20.59090909090909,6.9,5.0,0.0,12.3,0.3,Good,15.716465863453816,Good,0.053,Good,24.968503937007878,Good,4.3,Good,True,0,0,1,0,0,0,49,Good
2015-05-08,2015,5,Friday,7,4.0,100,25.0,8.3,3.5,0.0,13.7,0.3,Good,15.716465863453816,Good,0.051,Good,24.968503937007878,Good,4.7,Good,True,0,0,0,1,0,0,47,Good
2015-05-11,2015,5,Monday,18,15.0,630,42.0,5.3,0.0,0.0,18.9,0.3,Good,15.716465863453816,Good,0.059,Moderate,24.968503937007878,Good,5.2,Good,True,0,0,0,0,0,0,64,Moderate
2015-05-12,2015,5,Tuesday,14,10.0,255,25.5,6.7,0.1,0.0,24.3,0.3,Good,15.716465863453816,Good,0.062,Moderate,15.0,Good,4.9,Good,True,1,0,0,0,0,0,74,Moderate
2015-05-13,2015,5,Wednesday,14,11.0,252,22.90909090909091,13.2,0.0,0.0,19.2,0.3,Good,15.716465863453816,Good,0.062,Moderate,24.968503937007878,Good,4.9,Good,True,0,1,0,0,0,0,74,Moderate
2015-05-14,2015,5,Thursday,6,5.0,85,17.0,9.1,3.1,0.0,20.0,0.3,Good,15.716465863453816,Good,0.048,Good,24.968503937007878,Good,4.3,Good,True,0,0,1,0,0,0,44,Good
2015-05-15,2015,5,Friday,2,2.0,40,20.0,5.7,6.6,0.0,16.2,0.3,Good,15.716465863453816,Good,0.038,Good,7.0,Good,2.4,Good,True,0,0,0,1,0,0,35,Good
2015-05-18,2015,5,Monday,20,18.0,350,19.444444444444443,6.9,8.2,0.0,8.7,0.3,Good,15.716465863453816,Good,0.047,Good,9.0,Good,3.3,Good,True,0,0,0,0,0,0,44,Good
2015-05-19,2015,5,Tuesday,19,16.0,510,31.875,6.1,6.9,0.0,10.6,0.3,Good,15.716465863453816,Good,0.055,Moderate,24.968503937007878,Good,5.093253968253968,Good,True,1,0,0,0,0,0,51,Moderate
2015-05-20,2015,5,Wednesday,7,6.0,220,36.66666666666666,7.2,0.0,0.0,9.7,0.2,Good,15.716465863453816,Good,0.058,Moderate,24.968503937007878,Good,5.093253968253968,Good,True,0,1,0,0,0,0,61,Moderate
2015-05-21,2015,5,Thursday,13,9.0,236,26.22222222222222,6.9,0.9,0.0,7.2,0.3,Good,18.0,Good,0.051,Good,10.0,Good,5.093253968253968,Good,True,0,0,1,0,0,0,47,Good
2015-05-22,2015,5,Friday,9,7.0,210,30.0,10.3,0.3,0.0,6.5,0.3,Good,16.0,Good,0.05,Good,24.968503937007878,Good,5.093253968253968,Good,True,0,0,0,1,0,0,46,Good
2015-05-25,2015,5,Monday,1,0.0,0,0.0,8.1,0.4,0.0,6.6,0.2,Good,11.0,Good,0.052,Good,24.968503937007878,Good,5.093253968253968,Good,True,0,0,0,0,0,0,48,Good
2015-05-26,2015,5,Tuesday,27,21.0,458,21.80952380952381,10.0,3.3,0.0,10.8,0.3,Good,12.0,Good,0.042,Good,24.968503937007878,Good,0.0,Good,True,1,0,0,0,0,0,39,Good
2015-05-27,2015,5,Wednesday,1,1.0,30,30.0,6.4,6.8,0.0,9.4,0.3,Good,14.0,Good,0.047,Good,8.0,Good,4.5,Good,False,0,1,0,0,0,0,44,Good
2015-05-28,2015,5,Thursday,22,14.0,430,30.714285714285715,10.3,0.6,0.0,9.9,0.2,Good,17.0,Good,0.055,Moderate,24.968503937007878,Good,3.1,Good,True,0,0,1,0,0,0,51,Moderate
2015-05-29,2015,5,Friday,20,19.0,540,28.42105263157895,10.3,0.0,0.0,7.0,0.3,Good,13.0,Good,0.062,Moderate,13.0,Good,3.7,Good,False,0,0,0,1,0,0,74,Moderate
2015-06-01,2015,6,Monday,11,9.0,210,23.33333333333333,13.0,0.0,0.0,25.5,0.3,Good,13.0,Good,0.047,Good,29.327935222672064,Good,5.5,Good,True,0,0,0,0,0,0,44,Good
2015-06-02,2015,6,Tuesday,13,6.0,295,49.16666666666666,17.5,0.5,0.0,11.8,0.3,Good,10.0,Good,0.058,Moderate,18.0,Good,7.116666666666666,Good,True,1,0,0,0,0,0,61,Moderate
2015-06-03,2015,6,Wednesday,20,18.0,480,26.666666666666668,13.1,0.7,0.0,11.1,0.3,Good,11.0,Good,0.065,Moderate,29.327935222672064,Good,7.116666666666666,Good,True,0,1,0,0,0,0,84,Moderate
2015-06-04,2015,6,Thursday,14,12.0,355,29.58333333333333,13.1,0.0,0.0,10.4,0.3,Good,12.0,Good,0.071,Unhealthy for Sensitive Groups,29.327935222672064,Good,7.116666666666666,Good,True,0,0,1,0,0,0,101,Unhealthy for Sensitive Groups
2015-06-05,2015,6,Friday,17,12.0,294,24.5,14.3,0.3,0.0,15.6,0.3,Good,15.0,Good,0.061,Moderate,29.327935222672064,Good,7.116666666666666,Good,True,0,0,0,1,0,0,71,Moderate
2015-06-08,2015,6,Monday,45,23.0,574,24.956521739130437,14.0,0.0,0.0,6.2,0.3,Good,14.0,Good,0.069,Moderate,29.327935222672064,Good,7.116666666666666,Good,True,0,0,0,0,0,0,97,Moderate
2015-06-09,2015,6,Tuesday,53,44.0,1213,27.568181818181817,15.6,0.0,0.0,6.9,0.3,Good,13.0,Good,0.076,Unhealthy for Sensitive Groups,29.327935222672064,Good,7.116666666666666,Good,True,1,0,0,0,0,0,118,Unhealthy for Sensitive Groups
2015-06-10,2015,6,Wednesday,11,6.0,118,19.666666666666668,17.9,0.9,0.0,15.1,0.2,Good,12.0,Good,0.056,Moderate,29.327935222672064,Good,7.116666666666666,Good,True,0,1,0,0,0,0,54,Moderate
2015-06-11,2015,6,Thursday,12,9.0,185,20.55555555555556,16.7,0.0,0.0,15.0,0.2,Good,9.0,Good,0.052,Good,10.0,Good,7.116666666666666,Good,True,0,0,1,0,0,0,48,Good
2015-06-12,2015,6,Friday,9,8.0,205,25.625,12.0,0.0,0.0,12.8,0.2,Good,10.0,Good,0.066,Moderate,29.327935222672064,Good,7.116666666666666,Good,True,0,0,0,1,0,0,87,Moderate
2015-06-15,2015,6,Monday,5,4.0,70,17.5,16.1,0.1,0.0,19.8,0.3,Good,11.0,Good,0.054,Good,29.327935222672064,Good,7.116666666666666,Good,True,0,0,0,0,0,0,50,Good
2015-06-16,2015,6,Tuesday,14,7.0,230,32.857142857142854,18.1,0.1,0.0,12.8,0.2,Good,11.0,Good,0.066,Moderate,29.327935222672064,Good,7.116666666666666,Good,True,1,0,0,0,0,0,87,Moderate
2015-06-17,2015,6,Wednesday,1,1.0,35,35.0,17.6,0.0,0.0,8.5,0.3,Good,11.0,Good,0.068,Moderate,20.0,Good,6.2,Good,False,0,1,0,0,0,0,93,Moderate
2015-06-18,2015,6,Thursday,30,23.0,578,25.130434782608692,17.3,0.0,0.0,13.0,0.3,Good,14.0,Good,0.07,Moderate,29.327935222672064,Good,5.2,Good,True,0,0,1,0,0,0,100,Moderate
2015-06-19,2015,6,Friday,35,24.0,631,26.291666666666668,19.5,0.0,0.0,14.2,0.2,Good,10.0,Good,0.073,Unhealthy for Sensitive Groups,29.327935222672064,Good,5.4,Good,True,0,0,0,1,0,0,108,Unhealthy for Sensitive Groups
2015-06-22,2015,6,Monday,7,6.0,150,25.0,22.3,0.0,0.0,11.9,0.3,Good,11.0,Good,0.067,Moderate,29.327935222672064,Good,10.0,Good,True,0,0,0,0,0,0,90,Moderate
2015-06-23,2015,6,Tuesday,32,27.0,588,21.77777777777778,19.5,0.0,0.0,8.4,0.3,Good,16.0,Good,0.065,Moderate,26.0,Good,7.6,Good,False,1,0,0,0,0,0,84,Moderate
2015-06-24,2015,6,Wednesday,5,5.0,180,36.0,19.9,0.0,0.0,12.8,0.3,Good,13.0,Good,0.068,Moderate,29.327935222672064,Good,8.7,Good,True,0,1,0,0,0,0,93,Moderate
2015-06-25,2015,6,Thursday,28,21.0,670,31.904761904761905,19.7,0.0,0.0,13.6,0.3,Good,13.0,Good,0.07,Moderate,29.327935222672064,Good,12.8,Moderate,True,0,0,1,0,0,0,100,Moderate
2015-06-26,2015,6,Friday,34,26.0,666,25.615384615384617,20.7,0.0,0.0,11.7,0.3,Good,14.0,Good,0.071,Unhealthy for Sensitive Groups,23.0,Good,8.2,Good,False,0,0,0,1,0,0,101,Unhealthy for Sensitive Groups
2015-06-29,2015,6,Monday,32,22.0,592,26.90909090909091,21.2,0.0,0.0,11.0,0.3,Good,11.0,Good,0.073,Unhealthy for Sensitive Groups,27.0,Good,9.7,Good,False,0,0,0,0,0,0,108,Unhealthy for Sensitive Groups
2015-06-30,2015,6,Tuesday,32,25.0,714,28.56,22.9,0.9,0.0,18.1,0.2,Good,13.0,Good,0.066,Moderate,29.327935222672064,Good,10.9,Good,True,1,0,0,0,0,0,87,Moderate
2015-07-01,2015,7,Wednesday,7,5.0,117,23.4,23.9,0.0,0.0,15.6,0.2,Good,8.0,Good,0.073,Unhealthy for Sensitive Groups,34.1260162601626,Good,14.1,Moderate,True,0,1,0,0,0,0,108,Unhealthy for Sensitive Groups
2015-07-02,2015,7,Thursday,43,42.0,902,21.476190476190474,23.6,0.0,0.0,14.9,0.2,Good,16.0,Good,0.062,Moderate,26.0,Good,10.8,Good,False,0,0,1,0,0,0,74,Moderate
2015-07-03,2015,7,Friday,5,5.0,100,20.0,23.5,0.0,0.0,11.8,0.2,Good,13.0,Good,0.07,Moderate,34.1260162601626,Good,14.6,Moderate,True,0,0,0,1,0,0,100,Moderate
2015-07-06,2015,7,Monday,19,13.0,326,25.07692307692308,21.9,1.2,0.0,11.3,0.2,Good,11.0,Good,0.05,Good,34.1260162601626,Good,7.2,Good,True,0,0,0,0,0,0,46,Good
2015-07-07,2015,7,Tuesday,24,17.0,500,29.41176470588235,20.4,0.2,0.0,9.7,0.2,Good,10.0,Good,0.05,Good,34.1260162601626,Good,6.1,Good,True,1,0,0,0,0,0,46,Good
2015-07-08,2015,7,Wednesday,8,5.0,120,24.0,19.5,3.1,0.0,11.6,0.1,Good,9.0,Good,0.052,Good,14.0,Good,4.6,Good,False,0,1,0,0,0,0,48,Good
2015-07-09,2015,7,Thursday,3,0.0,0,0.0,15.2,0.2,0.0,14.1,0.1,Good,6.0,Good,0.047,Good,34.1260162601626,Good,2.3,Good,True,0,0,1,0,0,0,44,Good
2015-07-13,2015,7,Monday,4,3.0,118,39.333333333333336,16.5,0.0,0.0,13.3,0.2,Good,13.0,Good,0.048,Good,34.1260162601626,Good,3.8,Good,True,0,0,0,0,0,0,44,Good
2015-07-14,2015,7,Tuesday,12,10.0,198,19.8,18.1,0.0,0.0,10.0,0.2,Good,11.0,Good,0.048,Good,16.0,Good,4.4,Good,False,1,0,0,0,0,0,44,Good
2015-07-15,2015,7,Wednesday,8,6.0,330,55.0,14.9,0.0,0.0,14.3,0.1,Good,9.0,Good,0.053,Good,34.1260162601626,Good,4.4,Good,True,0,1,0,0,0,0,49,Good
2015-07-16,2015,7,Thursday,5,2.0,70,35.0,16.7,0.0,0.0,10.0,0.2,Good,13.0,Good,0.057,Moderate,34.1260162601626,Good,8.731512605042017,Good,True,0,0,1,0,0,0,58,Moderate
2015-07-17,2015,7,Friday,5,4.0,200,50.0,21.4,0.9,0.0,18.9,0.1,Good,9.0,Good,0.059,Moderate,20.0,Good,5.3,Good,False,0,0,0,1,0,0,64,Moderate
2015-07-20,2015,7,Monday,5,5.0,188,37.6,18.5,0.0,0.0,8.9,0.2,Good,13.0,Good,0.042,Good,17.0,Good,5.1,Good,False,0,0,0,0,0,0,39,Good
2015-07-21,2015,7,Tuesday,20,10.0,310,31.0,16.9,0.0,0.0,9.5,0.2,Good,7.0,Good,0.062,Moderate,34.1260162601626,Good,8.731512605042017,Good,True,1,0,0,0,0,0,74,Moderate
2015-07-22,2015,7,Wednesday,33,31.0,572,18.451612903225808,17.1,0.0,0.0,15.5,0.3,Good,12.0,Good,0.048,Good,34.1260162601626,Good,4.7,Good,True,0,1,0,0,0,0,44,Good
2015-07-23,2015,7,Thursday,45,35.0,725,20.714285714285715,19.1,0.0,0.0,16.3,0.2,Good,7.0,Good,0.049,Good,14.0,Good,3.8,Good,False,0,0,1,0,0,0,45,Good
2015-07-27,2015,7,Monday,11,9.0,410,45.55555555555556,17.5,0.4,0.0,24.3,0.2,Good,12.0,Good,0.05,Good,34.1260162601626,Good,6.6,Good,True,0,0,0,0,0,0,46,Good
2015-07-28,2015,7,Tuesday,20,14.0,394,28.142857142857142,14.6,0.0,0.0,11.9,0.2,Good,11.0,Good,0.052,Good,34.1260162601626,Good,3.7,Good,True,1,0,0,0,0,0,48,Good
2015-07-29,2015,7,Wednesday,9,7.0,200,28.571428571428573,14.3,0.0,0.0,9.0,0.2,Good,13.0,Good,0.063,Moderate,19.0,Good,5.0,Good,False,0,1,0,0,0,0,77,Moderate
2015-07-30,2015,7,Thursday,17,16.0,430,26.875,17.2,0.0,0.0,12.8,0.3,Good,14.0,Good,0.064,Moderate,34.1260162601626,Good,8.731512605042017,Good,True,0,0,1,0,0,0,80,Moderate
2015-07-31,2015,7,Friday,15,12.0,215,17.916666666666668,18.4,0.0,0.0,12.1,0.3,Good,12.0,Good,0.066,Moderate,34.1260162601626,Good,8.731512605042017,Good,True,0,0,0,1,0,0,87,Moderate
2015-08-03,2015,8,Monday,2,2.0,68,34.0,17.5,0.3,0.0,11.0,0.3,Good,10.0,Good,0.045,Good,34.42622950819672,Good,10.2478431372549,Good,True,0,0,0,0,0,0,42,Good
2015-08-04,2015,8,Tuesday,22,18.0,445,24.72222222222222,14.6,0.0,0.0,9.1,0.3,Good,10.0,Good,0.058,Moderate,17.0,Good,10.2478431372549,Good,True,1,0,0,0,0,0,61,Moderate
2015-08-05,2015,8,Wednesday,11,9.0,283,31.444444444444443,15.5,0.0,0.0,24.3,0.2,Good,12.0,Good,0.036,Good,34.42622950819672,Good,8.5,Good,True,0,1,0,0,0,0,35,Good
2015-08-06,2015,8,Thursday,6,5.0,130,26.0,17.6,0.0,0.0,7.4,0.2,Good,12.0,Good,0.048,Good,34.42622950819672,Good,6.7,Good,True,0,0,1,0,0,0,44,Good
2015-08-07,2015,8,Friday,4,1.0,20,20.0,17.3,3.2,0.0,19.6,0.2,Good,11.0,Good,0.043,Good,17.0,Good,4.6,Good,False,0,0,0,1,0,0,40,Good
2015-08-10,2015,8,Monday,11,9.0,258,28.666666666666668,14.6,0.0,0.0,13.0,0.2,Good,10.0,Good,0.049,Good,16.0,Good,5.4,Good,False,0,0,0,0,0,0,45,Good
2015-08-11,2015,8,Tuesday,22,16.0,378,23.625,16.7,0.0,0.0,13.7,0.3,Good,12.0,Good,0.05,Good,34.42622950819672,Good,5.7,Good,True,1,0,0,0,0,0,46,Good
2015-08-12,2015,8,Wednesday,34,30.0,697,23.23333333333333,17.3,1.3,0.0,12.6,0.2,Good,11.0,Good,0.052,Good,34.42622950819672,Good,4.3,Good,True,0,1,0,0,0,0,48,Good
2015-08-13,2015,8,Thursday,11,9.0,336,37.333333333333336,16.8,0.0,0.0,8.6,0.2,Good,10.0,Good,0.055,Moderate,15.0,Good,4.7,Good,False,0,0,1,0,0,0,51,Moderate
2015-08-14,2015,8,Friday,5,4.0,98,24.5,18.7,0.0,0.0,14.9,0.2,Good,10.0,Good,0.056,Moderate,34.42622950819672,Good,5.4,Good,True,0,0,0,1,0,0,54,Moderate
2015-08-17,2015,8,Monday,12,12.0,348,29.0,21.3,0.0,0.0,14.2,0.3,Good,13.0,Good,0.062,Moderate,34.42622950819672,Good,12.2,Moderate,True,0,0,0,0,0,0,74,Moderate
2015-08-18,2015,8,Tuesday,95,89.0,2186,24.56179775280899,20.3,0.0,0.0,16.1,0.3,Good,12.0,Good,0.067,Moderate,34.42622950819672,Good,18.5,Moderate,True,1,0,0,0,0,0,90,Moderate
2015-08-19,2015,8,Wednesday,64,58.0,1205,20.77586206896552,17.3,0.0,0.0,11.5,0.4,Good,18.0,Good,0.065,Moderate,41.0,Good,22.7,Moderate,False,0,1,0,0,0,0,84,Moderate
2015-08-20,2015,8,Thursday,68,65.0,1414,21.753846153846155,18.3,0.0,0.0,11.2,0.6,Good,21.0,Good,0.073,Unhealthy for Sensitive Groups,34.42622950819672,Good,29.7,Moderate,True,0,0,1,0,0,0,108,Unhealthy for Sensitive Groups
2015-08-21,2015,8,Friday,28,22.0,517,23.5,15.8,0.0,0.0,14.4,0.5,Good,22.0,Good,0.063,Moderate,34.42622950819672,Good,21.1,Moderate,True,0,0,0,1,0,0,77,Moderate
2015-08-24,2015,8,Monday,41,34.0,620,18.235294117647054,16.9,0.0,0.0,13.1,0.5,Good,17.0,Good,0.051,Good,34.42622950819672,Good,9.3,Good,True,0,0,0,0,0,0,47,Good
2015-08-25,2015,8,Tuesday,7,6.0,124,20.666666666666668,16.9,0.0,0.0,12.9,0.4,Good,16.0,Good,0.047,Good,26.0,Good,7.7,Good,False,1,0,0,0,0,0,44,Good
2015-08-26,2015,8,Wednesday,22,9.0,373,41.44444444444444,19.2,0.5,0.0,10.5,0.3,Good,18.0,Good,0.041,Good,34.42622950819672,Good,5.2,Good,True,0,1,0,0,0,0,38,Good
2015-08-27,2015,8,Thursday,10,8.0,160,20.0,18.0,0.1,0.0,11.4,0.2,Good,11.0,Good,0.059,Moderate,34.42622950819672,Good,5.1,Good,True,0,0,1,0,0,0,64,Moderate
2015-08-28,2015,8,Friday,5,3.0,50,16.666666666666668,18.0,0.0,0.0,8.5,0.3,Good,16.0,Good,0.05,Good,19.0,Good,6.4,Good,False,0,0,0,1,0,0,46,Good
2015-08-31,2015,8,Monday,66,42.0,1235,29.404761904761905,19.1,0.0,0.0,9.4,0.2,Good,16.0,Good,0.045,Good,34.42622950819672,Good,5.5,Good,True,0,0,0,0,0,0,42,Good
2015-09-01,2015,9,Tuesday,30,22.0,766,34.81818181818182,14.8,0.0,0.0,18.1,0.3,Good,19.0,Good,0.042,Good,29.176,Good,5.9,Good,True,1,0,0,0,0,0,39,Good
2015-09-02,2015,9,Wednesday,34,14.0,403,28.785714285714285,15.7,0.0,0.0,21.8,0.3,Good,14.0,Good,0.039,Good,29.176,Good,5.4,Good,True,0,1,0,0,0,0,36,Good
