Citation,License Plate/Vin,Fine,Issued,CitationText,Unpaid,Officer,Residence,IssuedDate,IssuedTime
P1-04308,WA B81584E,7.0,"Feb 07, 2012 01:08 PM",,False,1,WA,2012-02-07,01:08 PM
P1-04309,UT C918EM,30.0,"Feb 07, 2012 01:10 PM",,False,1,UT,2012-02-07,01:10 PM
P1-04310,NJ UYC83Y,20.0,"Feb 07, 2012 01:12 PM",,False,1,NJ,2012-02-07,01:12 PM
P1-04311,WY 1013319,20.0,"Feb 07, 2012 01:17 PM",,False,1,WY,2012-02-07,01:17 PM
P1-04312,UT A729SC,5.0,"Feb 07, 2012 01:59 PM",,False,1,UT,2012-02-07,01:59 PM
P1-04313,LA OJR099,0.0,"Feb 07, 2012 02:23 PM",,False,1,LA,2012-02-07,02:23 PM
P1-04314,UT B183ZG,30.0,"Feb 08, 2012 09:10 AM",,False,1,UT,2012-02-08,09:10 AM
P1-04315,CA 6NOV600,0.0,"Feb 08, 2012 09:54 AM",,False,1,CA,2012-02-08,09:54 AM
P1-04316,UT B917SF,50.0,"Feb 08, 2012 10:15 AM",,False,1,UT,2012-02-08,10:15 AM
P1-04317,UT Y345BX,20.0,"Feb 08, 2012 10:21 AM",,False,1,UT,2012-02-08,10:21 AM
P1-04318,CA 3TUR358,20.0,"Feb 08, 2012 11:21 AM",,False,1,CA,2012-02-08,11:21 AM
P1-04319,UT A016M,30.0,"Feb 08, 2012 06:05 PM",,False,1,UT,2012-02-08,06:05 PM
P1-04320,TX BS6F107,30.0,"Feb 08, 2012 06:13 PM",,False,1,TX,2012-02-08,06:13 PM
P1-04321,UT B299YC,20.0,"Feb 09, 2012 12:37 PM",,False,1,UT,2012-02-09,12:37 PM
P1-04323,UT Z332YX,20.0,"Feb 09, 2012 12:39 PM",,False,1,UT,2012-02-09,12:39 PM
P1-04324,CA 5HME223,20.0,"Feb 09, 2012 12:45 PM",,False,1,CA,2012-02-09,12:45 PM
P1-04326,AB BBY3709,20.0,"Feb 09, 2012 12:50 PM",,False,1,AB,2012-02-09,12:50 PM
P1-04327,UT C829DE,0.0,"Feb 09, 2012 01:19 PM",,False,1,UT,2012-02-09,01:19 PM
P1-04328,BC 849GST,20.0,"Feb 09, 2012 01:36 PM",,False,1,BC,2012-02-09,01:36 PM
P1-04329,UT 832NTN,20.0,"Feb 09, 2012 03:02 PM",,False,1,UT,2012-02-09,03:02 PM
P1-04330,UT B790ZG,11.0,"Feb 09, 2012 03:05 PM",,False,1,UT,2012-02-09,03:05 PM
P1-04331,AL 1B95P95,20.0,"Feb 09, 2012 03:06 PM",,False,1,AL,2012-02-09,03:06 PM
P1-04333,UT B946BA,0.0,"Feb 09, 2012 03:16 PM",,False,1,UT,2012-02-09,03:16 PM
P1-04335,UT B946BA,0.0,"Feb 09, 2012 03:16 PM",,False,1,UT,2012-02-09,03:16 PM
P1-04337,UT B946BA,20.0,"Feb 09, 2012 03:16 PM",,False,1,UT,2012-02-09,03:16 PM
P1-04338,UT B016UY,7.0,"Feb 09, 2012 05:27 PM",,False,1,UT,2012-02-09,05:27 PM
P1-04339,UT Y643HC,0.0,"Feb 10, 2012 12:27 PM",,False,1,UT,2012-02-10,12:27 PM
P1-04340,UT Y643HC,0.0,"Feb 10, 2012 12:27 PM",,False,1,UT,2012-02-10,12:27 PM
P1-04341,AZ ANX9021,20.0,"Feb 10, 2012 01:23 PM",,False,1,AZ,2012-02-10,01:23 PM
P1-04342,AZ ADK5487,50.0,"Feb 10, 2012 01:37 PM",,False,1,AZ,2012-02-10,01:37 PM
P1-04343,** AM28009,50.0,"Feb 10, 2012 04:39 PM",,False,1,**,2012-02-10,04:39 PM
P1-04344,UT Z594UW,30.0,"Feb 10, 2012 04:42 PM",,False,1,UT,2012-02-10,04:42 PM
P1-04345,UT B411WK,0.0,"Feb 10, 2012 05:45 PM",,False,1,UT,2012-02-10,05:45 PM
P1-04346,AZ 980YYS,20.0,"Feb 10, 2012 06:44 PM",,False,1,AZ,2012-02-10,06:44 PM
P1-04347,UT TEST,0.0,"Feb 11, 2012 06:42 PM",,False,1,UT,2012-02-11,06:42 PM
P1-04348,AZ 462WFY,20.0,"Feb 13, 2012 12:11 PM",,False,1,AZ,2012-02-13,12:11 PM
P1-04349,UT B110TT,20.0,"Feb 13, 2012 12:13 PM",,False,1,UT,2012-02-13,12:13 PM
P1-04350,CA 6LAF022,20.0,"Feb 13, 2012 12:14 PM",,False,1,CA,2012-02-13,12:14 PM
P1-04351,UT 976WJB,10.0,"Feb 13, 2012 12:15 PM",,False,1,UT,2012-02-13,12:15 PM
P1-04352,UT B630FR,20.0,"Feb 13, 2012 12:16 PM",,False,1,UT,2012-02-13,12:16 PM
P1-04353,UT 342NXS,50.0,"Feb 13, 2012 12:19 PM",,False,1,UT,2012-02-13,12:19 PM
P1-04354,UT Y672HB,20.0,"Feb 13, 2012 01:11 PM",,False,1,UT,2012-02-13,01:11 PM
P1-04355,UT 836VRF,20.0,"Feb 13, 2012 01:13 PM",,False,1,UT,2012-02-13,01:13 PM
P1-04356,UT A063YM,20.0,"Feb 13, 2012 01:18 PM",,False,1,UT,2012-02-13,01:18 PM
P1-04357,AR 413RFJ,20.0,"Feb 13, 2012 01:30 PM",,False,1,AR,2012-02-13,01:30 PM
P1-04358,UT C263EP,20.0,"Feb 13, 2012 01:32 PM",,False,1,UT,2012-02-13,01:32 PM
P1-04359,UT C232DE,20.0,"Feb 13, 2012 01:38 PM",,False,1,UT,2012-02-13,01:38 PM
P1-04360,UT B162PB,0.0,"Feb 13, 2012 01:40 PM",,False,1,UT,2012-02-13,01:40 PM
P1-04361,MI CCT8256,6.0,"Feb 13, 2012 01:46 PM",,False,1,MI,2012-02-13,01:46 PM
P1-04362,ID 2218U,20.0,"Feb 13, 2012 01:47 PM",,False,1,ID,2012-02-13,01:47 PM
P1-04363,UT 6251K,20.0,"Feb 13, 2012 01:48 PM",,False,1,UT,2012-02-13,01:48 PM
P1-04364,TX CW6W821,30.0,"Feb 13, 2012 01:49 PM",,False,1,TX,2012-02-13,01:49 PM
P1-04365,NV 860TXC,20.0,"Feb 13, 2012 01:50 PM",,False,1,NV,2012-02-13,01:50 PM
P1-04366,CA 4BTT949,20.0,"Feb 13, 2012 01:51 PM",,False,1,CA,2012-02-13,01:51 PM
P1-04367,UT C755CJ,20.0,"Feb 13, 2012 01:58 PM",,False,1,UT,2012-02-13,01:58 PM
P1-04368,UT B168KS,20.0,"Feb 13, 2012 02:03 PM",,False,1,UT,2012-02-13,02:03 PM
P1-04369,UT Z958TJ,20.0,"Feb 13, 2012 02:04 PM",,False,1,UT,2012-02-13,02:04 PM
P1-04370,ID 4C96696,20.0,"Feb 13, 2012 02:05 PM",,False,1,ID,2012-02-13,02:05 PM
P1-04371,CA 4NIW435,20.0,"Feb 13, 2012 02:06 PM",,False,1,CA,2012-02-13,02:06 PM
P1-04372,FL 054KLE,20.0,"Feb 13, 2012 02:08 PM",,False,1,FL,2012-02-13,02:08 PM
P1-04373,CA 6JRX637,20.0,"Feb 13, 2012 02:09 PM",,False,1,CA,2012-02-13,02:09 PM
P1-04374,SC BUA652,0.0,"Feb 13, 2012 02:10 PM",,False,1,SC,2012-02-13,02:10 PM
P1-04375,UT 235MGD,20.0,"Feb 13, 2012 02:32 PM",,False,1,UT,2012-02-13,02:32 PM
P1-04376,UT Y313KA,20.0,"Feb 13, 2012 02:36 PM",,False,1,UT,2012-02-13,02:36 PM
P1-04377,UT A542RN,20.0,"Feb 13, 2012 02:37 PM",,False,1,UT,2012-02-13,02:37 PM
P1-04378,UT Y206BU,20.0,"Feb 13, 2012 02:38 PM",,False,1,UT,2012-02-13,02:38 PM
P1-04379,UT B168EV,20.0,"Feb 13, 2012 02:47 PM",,False,1,UT,2012-02-13,02:47 PM
P1-04380,ID 1016410,20.0,"Feb 13, 2012 02:49 PM",,False,1,ID,2012-02-13,02:49 PM
P1-04381,UT A894YT,20.0,"Feb 13, 2012 02:50 PM",,False,1,UT,2012-02-13,02:50 PM
P1-04382,IL K326858,20.0,"Feb 13, 2012 02:51 PM",,False,1,IL,2012-02-13,02:51 PM
P1-04383,UT B805SG,20.0,"Feb 13, 2012 02:53 PM",,False,1,UT,2012-02-13,02:53 PM
P1-04384,CA 5YGH431,20.0,"Feb 13, 2012 02:54 PM",,False,1,CA,2012-02-13,02:54 PM
P1-04385,UT A888KM,20.0,"Feb 13, 2012 02:58 PM",,False,1,UT,2012-02-13,02:58 PM
P1-04386,IA WH1TTRS,20.0,"Feb 13, 2012 02:59 PM",,False,1,IA,2012-02-13,02:59 PM
P1-04387,UT Y514DU,0.0,"Feb 13, 2012 03:01 PM",,False,1,UT,2012-02-13,03:01 PM
P1-04388,SC BUA652,30.0,"Feb 13, 2012 03:03 PM",,False,1,SC,2012-02-13,03:03 PM
P1-04389,ID 8BAM353,0.0,"Feb 14, 2012 08:32 AM",,False,1,ID,2012-02-14,08:32 AM
P1-04390,ID 8BAM353,30.0,"Feb 14, 2012 08:34 AM",,False,1,ID,2012-02-14,08:34 AM
P1-04391,NY ERL5222,20.0,"Feb 14, 2012 09:40 AM",,False,1,NY,2012-02-14,09:40 AM
P1-04392,UT B625ZJ,0.0,"Feb 14, 2012 04:55 PM",,False,1,UT,2012-02-14,04:55 PM
P1-04393,UT TEST,0.0,"Feb 15, 2012 04:33 AM",,False,1,UT,2012-02-15,04:33 AM
P1-04394,UT TEST,0.0,"Feb 15, 2012 04:47 AM",,False,1,UT,2012-02-15,04:47 AM
P1-04395,CA 6NPN816,50.0,"Feb 15, 2012 01:31 PM",APPEAL TIME LIMIT EXPIRED,True,1,CA,2012-02-15,01:31 PM
P1-04396,UT C779DE,20.0,"Feb 15, 2012 01:37 PM",,False,1,UT,2012-02-15,01:37 PM
P1-04397,UT Y313KA,20.0,"Feb 15, 2012 01:41 PM",,False,1,UT,2012-02-15,01:41 PM
P1-04398,UT 608NFB,20.0,"Feb 15, 2012 02:00 PM",,False,1,UT,2012-02-15,02:00 PM
P1-04399,CA 5PFU351,20.0,"Feb 15, 2012 02:19 PM",,False,1,CA,2012-02-15,02:19 PM
P1-04400,UT 878L2,20.0,"Feb 15, 2012 03:00 PM",,False,1,UT,2012-02-15,03:00 PM
P1-04401,UT B465ZP,30.0,"Feb 15, 2012 05:11 PM",,False,1,UT,2012-02-15,05:11 PM
P1-04402,ID 8BCL165,0.0,"Feb 15, 2012 05:44 PM",,False,1,ID,2012-02-15,05:44 PM
P1-04403,ID 8BCL165,0.0,"Feb 15, 2012 05:44 PM",,False,1,ID,2012-02-15,05:44 PM
P1-04404,CA 5STR649,30.0,"Feb 16, 2012 08:11 AM",,False,1,CA,2012-02-16,08:11 AM
P1-04405,NV 992VDV,20.0,"Feb 16, 2012 08:12 AM",,False,1,NV,2012-02-16,08:12 AM
P1-04406,WA 135YYT,0.0,"Feb 16, 2012 08:15 AM",,False,1,WA,2012-02-16,08:15 AM
P1-04407,UT B048KP,50.0,"Feb 16, 2012 12:26 PM",,False,1,UT,2012-02-16,12:26 PM
P1-04408,CA 6BOT020,30.0,"Feb 16, 2012 01:03 PM",,False,1,CA,2012-02-16,01:03 PM
P1-04409,UT Z068PE,30.0,"Feb 16, 2012 01:10 PM",,False,1,UT,2012-02-16,01:10 PM
P1-04410,UT C688CH,30.0,"Feb 16, 2012 01:13 PM",,False,1,UT,2012-02-16,01:13 PM
P1-04411,ID 3C16714,30.0,"Feb 16, 2012 01:15 PM",,False,1,ID,2012-02-16,01:15 PM
P1-04412,WA 652TZH,18.0,"Feb 16, 2012 01:51 PM",,False,1,WA,2012-02-16,01:51 PM
P1-04413,UT ADEPT,20.0,"Feb 16, 2012 01:57 PM",,False,1,UT,2012-02-16,01:57 PM
P1-04414,IA 445XSD,200.0,"Feb 16, 2012 02:19 PM",,False,1,IA,2012-02-16,02:19 PM
P1-04415,IA 445XSD,0.0,"Feb 16, 2012 02:40 PM",,False,1,IA,2012-02-16,02:40 PM
P1-04416,WY 1123847,0.0,"Feb 16, 2012 04:10 PM",,False,1,WY,2012-02-16,04:10 PM
P1-04417,NC ZXA9503,20.0,"Feb 16, 2012 05:53 PM",,False,1,NC,2012-02-16,05:53 PM
P1-04418,UT B489ZJ,20.0,"Feb 17, 2012 10:41 AM",,False,1,UT,2012-02-17,10:41 AM
P1-04419,UT A832RX,20.0,"Feb 17, 2012 11:00 AM",,False,1,UT,2012-02-17,11:00 AM
P1-04420,UT B629HD,20.0,"Feb 17, 2012 11:00 AM",,False,1,UT,2012-02-17,11:00 AM
P1-04421,UT B629HD,0.0,"Feb 17, 2012 11:00 AM",,False,1,UT,2012-02-17,11:00 AM
P1-04422,UT 940M3,30.0,"Feb 17, 2012 12:29 PM",,False,1,UT,2012-02-17,12:29 PM
P1-04423,UT Y821FG,20.0,"Feb 17, 2012 12:31 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2012-02-17,12:31 PM
P1-04425,NV 032RRE,30.0,"Feb 17, 2012 12:33 PM",,False,1,NV,2012-02-17,12:33 PM
P1-04427,NV 032RRE,30.0,"Feb 17, 2012 12:33 PM",APPEAL TIME LIMIT EXPIRED,True,1,NV,2012-02-17,12:33 PM
P1-04428,AL BA09440,20.0,"Feb 17, 2012 12:57 PM",,False,1,AL,2012-02-17,12:57 PM
P1-04429,UT 6TAC976FR,50.0,"Feb 17, 2012 02:37 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2012-02-17,02:37 PM
P1-04430,UT A624GD,20.0,"Feb 21, 2012 09:23 AM",,False,1,UT,2012-02-21,09:23 AM
P1-04432,UT B843DL,20.0,"Feb 21, 2012 09:29 AM",,False,1,UT,2012-02-21,09:29 AM
P1-04433,ID 1M64683,10.0,"Feb 21, 2012 09:32 AM",,False,1,ID,2012-02-21,09:32 AM
P1-04434,UT AC10L,0.0,"Feb 21, 2012 09:42 AM",,False,1,UT,2012-02-21,09:42 AM
P1-04435,UT B948WJ,20.0,"Feb 21, 2012 01:28 PM",,False,1,UT,2012-02-21,01:28 PM
P1-04436,OR 942FHH,0.0,"Feb 21, 2012 01:45 PM",,False,1,OR,2012-02-21,01:45 PM
P1-04437,UT A470ZM,7.0,"Feb 21, 2012 03:44 PM",,False,1,UT,2012-02-21,03:44 PM
P1-04438,UT 943NYE,0.0,"Feb 21, 2012 05:59 PM",,False,1,UT,2012-02-21,05:59 PM
P1-04439,UT Z42ZT,20.0,"Feb 21, 2012 06:35 PM",,False,1,UT,2012-02-21,06:35 PM
P1-04440,CA 5KJN853,30.0,"Feb 23, 2012 08:19 AM",,False,1,CA,2012-02-23,08:19 AM
P1-04441,AZ AJJ4254,20.0,"Feb 23, 2012 08:32 AM",,False,1,AZ,2012-02-23,08:32 AM
P1-04442,UT 614KRX,20.0,"Feb 23, 2012 08:35 AM",,False,1,UT,2012-02-23,08:35 AM
P1-04443,UT 646UNX,19.0,"Feb 23, 2012 08:43 AM",,False,1,UT,2012-02-23,08:43 AM
P1-04444,NV 276ULK,50.0,"Feb 23, 2012 12:32 PM",,False,1,NV,2012-02-23,12:32 PM
P1-04445,CA 5NLM132,20.0,"Feb 23, 2012 01:04 PM",,False,1,CA,2012-02-23,01:04 PM
P1-04446,UT 415PGD,30.0,"Feb 23, 2012 01:06 PM",,False,1,UT,2012-02-23,01:06 PM
P1-04447,UT B134CG,20.0,"Feb 23, 2012 04:51 PM",,False,1,UT,2012-02-23,04:51 PM
P1-04448,UT 254NHW,20.0,"Feb 23, 2012 04:52 PM",,False,1,UT,2012-02-23,04:52 PM
P1-04449,UT B08DJ,20.0,"Feb 23, 2012 04:56 PM",,False,1,UT,2012-02-23,04:56 PM
P1-04450,UT JH2A630813,30.0,"Feb 23, 2012 05:09 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2012-02-23,05:09 PM
P1-04451,UT A87ML,30.0,"Feb 23, 2012 05:11 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2012-02-23,05:11 PM
P1-04452,UT 403JY,30.0,"Feb 23, 2012 05:12 PM",,False,1,UT,2012-02-23,05:12 PM
P1-04453,NY FBY4215,20.0,"Feb 23, 2012 05:18 PM",,False,1,NY,2012-02-23,05:18 PM
P1-04454,UT Y529HU,20.0,"Feb 23, 2012 05:43 PM",,False,1,UT,2012-02-23,05:43 PM
P1-04455,UT C857BY,20.0,"Feb 23, 2012 05:50 PM",,False,1,UT,2012-02-23,05:50 PM
P1-04456,UT 909NMW,20.0,"Feb 23, 2012 05:52 PM",,False,1,UT,2012-02-23,05:52 PM
P1-04457,TX J01NDX,20.0,"Feb 23, 2012 05:53 PM",,False,1,TX,2012-02-23,05:53 PM
P1-04458,UT A439ZH,20.0,"Feb 23, 2012 05:56 PM",,False,1,UT,2012-02-23,05:56 PM
P1-04459,UT Z938HK,20.0,"Feb 23, 2012 05:59 PM",,False,1,UT,2012-02-23,05:59 PM
P1-04460,WV 7TX994,20.0,"Feb 23, 2012 06:06 PM",,False,1,WV,2012-02-23,06:06 PM
P1-04461,WA 621TOD,30.0,"Feb 23, 2012 06:07 PM",,False,1,WA,2012-02-23,06:07 PM
P1-04462,UT 545UPS,20.0,"Feb 23, 2012 06:18 PM",,False,1,UT,2012-02-23,06:18 PM
P1-04463,UT C328AK,20.0,"Feb 23, 2012 06:26 PM",,False,1,UT,2012-02-23,06:26 PM
P1-04464,UT 644UTS,0.0,"Feb 23, 2012 06:26 PM",,False,1,UT,2012-02-23,06:26 PM
P1-04465,UT B641KJ,6.0,"Feb 23, 2012 06:31 PM",,False,1,UT,2012-02-23,06:31 PM
P1-04466,UT B824YD,20.0,"Feb 23, 2012 06:37 PM",,False,1,UT,2012-02-23,06:37 PM
P1-04467,OR CL68267,0.0,"Feb 23, 2012 06:38 PM",,False,1,OR,2012-02-23,06:38 PM
P1-04468,UT 874KMA,15.0,"Feb 23, 2012 11:19 PM",,False,1,UT,2012-02-23,11:19 PM
P1-04469,WA 373ZBF,20.0,"Feb 24, 2012 02:39 AM",,False,1,WA,2012-02-24,02:39 AM
P1-04470,TX BX8B708,0.0,"Feb 24, 2012 02:47 AM",,False,1,TX,2012-02-24,02:47 AM
P1-04471,OH EOP2236,15.0,"Feb 24, 2012 02:51 AM",,False,1,OH,2012-02-24,02:51 AM
P1-04472,AZ 695SDY,15.0,"Feb 24, 2012 02:54 AM",,False,1,AZ,2012-02-24,02:54 AM
P1-04473,AZ AHA3510,15.0,"Feb 24, 2012 02:55 AM",,False,1,AZ,2012-02-24,02:55 AM
P1-04474,AZ 76LN61,20.0,"Feb 24, 2012 03:03 AM",,False,1,AZ,2012-02-24,03:03 AM
P1-04475,NV 193TUR,0.0,"Feb 24, 2012 03:05 AM",,False,1,NV,2012-02-24,03:05 AM
P1-04476,AZ ACM8616,15.0,"Feb 24, 2012 03:22 AM",,False,1,AZ,2012-02-24,03:22 AM
P1-04477,UT C505DE,30.0,"Feb 24, 2012 03:23 AM",,False,1,UT,2012-02-24,03:23 AM
P1-04478,WA 729ZNL,15.0,"Feb 24, 2012 03:25 AM",,False,1,WA,2012-02-24,03:25 AM
P1-04479,UT C086FP,20.0,"Feb 24, 2012 03:26 AM",,False,1,UT,2012-02-24,03:26 AM
P1-04480,UT B302EH,15.0,"Feb 24, 2012 03:29 AM",,False,1,UT,2012-02-24,03:29 AM
P1-04481,UT 516YUY,15.0,"Feb 24, 2012 03:34 AM",,False,1,UT,2012-02-24,03:34 AM
P1-04482,AZ AFX2944,0.0,"Feb 24, 2012 03:38 AM",,False,1,AZ,2012-02-24,03:38 AM
P1-04483,UT 171JJJ,15.0,"Feb 24, 2012 03:42 AM",,False,1,UT,2012-02-24,03:42 AM
P1-04484,CA 4M94057,5.0,"Feb 24, 2012 03:45 AM",,False,1,CA,2012-02-24,03:45 AM
P1-04485,WA 399WVI,0.0,"Feb 24, 2012 03:46 AM",,False,1,WA,2012-02-24,03:46 AM
P1-04486,UT 930VXR,5.0,"Feb 24, 2012 03:48 AM",,False,1,UT,2012-02-24,03:48 AM
P1-04487,UT C986AX,10.0,"Feb 25, 2012 04:51 PM",,False,1,UT,2012-02-25,04:51 PM
P1-04488,UT Z859AP,20.0,"Feb 25, 2012 04:54 PM",,False,1,UT,2012-02-25,04:54 PM
P1-04489,UT 293VXV,20.0,"Feb 25, 2012 04:55 PM",,False,1,UT,2012-02-25,04:55 PM
P1-04490,OR 402FJJ,20.0,"Feb 25, 2012 05:09 PM",,False,1,OR,2012-02-25,05:09 PM
P1-04491,UT C431DJ,0.0,"Feb 25, 2012 05:13 PM",,False,1,UT,2012-02-25,05:13 PM
P1-04492,UT A135D,0.0,"Feb 25, 2012 05:16 PM",,False,1,UT,2012-02-25,05:16 PM
P1-04493,UT 373NKL,0.0,"Feb 25, 2012 05:17 PM",,False,1,UT,2012-02-25,05:17 PM
P1-04494,UT Z627KT,0.0,"Feb 25, 2012 05:18 PM",,False,1,UT,2012-02-25,05:18 PM
P1-04495,UT 137PDC,150.0,"Feb 25, 2012 05:20 PM",,False,1,UT,2012-02-25,05:20 PM
P1-04496,UT Z195MA,0.0,"Feb 25, 2012 05:33 PM",,False,1,UT,2012-02-25,05:33 PM
P1-04497,UT 137MYH,150.0,"Feb 25, 2012 05:36 PM",,False,1,UT,2012-02-25,05:36 PM
P1-04498,UT LATTA,20.0,"Feb 25, 2012 05:39 PM",,False,1,UT,2012-02-25,05:39 PM
P1-04499,UT 611NHL,0.0,"Feb 27, 2012 08:30 AM",,False,1,UT,2012-02-27,08:30 AM
P1-04500,UT Z008PX,30.0,"Feb 27, 2012 09:25 AM",,False,1,UT,2012-02-27,09:25 AM
P1-04501,CT 295WOK,20.0,"Feb 27, 2012 09:35 AM",,False,1,CT,2012-02-27,09:35 AM
P1-04502,CT 295WOK,0.0,"Feb 27, 2012 09:35 AM",,False,1,CT,2012-02-27,09:35 AM
P1-04503,WA 182VUE,20.0,"Feb 27, 2012 11:21 AM",,False,1,WA,2012-02-27,11:21 AM
P1-04504,UT 109UNC,50.0,"Feb 27, 2012 11:24 AM",,False,1,UT,2012-02-27,11:24 AM
P1-04505,UT Z822XC,20.0,"Feb 27, 2012 11:38 AM",,False,1,UT,2012-02-27,11:38 AM
P1-04506,UT 694PGD,20.0,"Feb 27, 2012 11:40 AM",,False,1,UT,2012-02-27,11:40 AM
P1-04507,UT AM38451,20.0,"Feb 27, 2012 11:43 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2012-02-27,11:43 AM
P1-04508,TN B9023G,20.0,"Feb 27, 2012 02:08 PM",,False,1,TN,2012-02-27,02:08 PM
P1-04510,UT A650ZW,20.0,"Feb 27, 2012 02:44 PM",,False,1,UT,2012-02-27,02:44 PM
P1-04511,CA 4M94057,20.0,"Feb 27, 2012 02:47 PM",,False,1,CA,2012-02-27,02:47 PM
P1-04513,UT 521VTY,12.0,"Feb 28, 2012 09:01 AM",,False,1,UT,2012-02-28,09:01 AM
P1-04514,UT 281XSY,0.0,"Feb 28, 2012 09:59 AM",,False,1,UT,2012-02-28,09:59 AM
P1-04515,ID 1AHA592,20.0,"Feb 29, 2012 08:20 AM",,False,1,ID,2012-02-29,08:20 AM
P1-04516,AZ 76LN61,20.0,"Feb 29, 2012 08:22 AM",,False,1,AZ,2012-02-29,08:22 AM
P1-04517,UT B334SC,20.0,"Feb 29, 2012 08:23 AM",,False,1,UT,2012-02-29,08:23 AM
P1-04518,DE 798228,20.0,"Feb 29, 2012 08:24 AM",,False,1,DE,2012-02-29,08:24 AM
P1-04520,UT B332VB,20.0,"Feb 29, 2012 08:29 AM",,False,1,UT,2012-02-29,08:29 AM
P1-04521,UT B011MS,20.0,"Feb 29, 2012 08:32 AM",,False,1,UT,2012-02-29,08:32 AM
P1-04522,CA 4VXS494,0.0,"Feb 29, 2012 08:35 AM",,False,1,CA,2012-02-29,08:35 AM
P1-04523,UT Y544HB,0.0,"Feb 29, 2012 08:46 AM",,False,1,UT,2012-02-29,08:46 AM
P1-04524,UT Z731YV,10.0,"Feb 29, 2012 08:49 AM",,False,1,UT,2012-02-29,08:49 AM
P1-04525,UT B423CT,10.0,"Feb 29, 2012 08:50 AM",,False,1,UT,2012-02-29,08:50 AM
P1-04526,UT B877TZ,0.0,"Feb 29, 2012 08:53 AM",,False,1,UT,2012-02-29,08:53 AM
P1-04527,UT C461CH,20.0,"Feb 29, 2012 09:03 AM",,False,1,UT,2012-02-29,09:03 AM
P1-04528,UT B651AD,0.0,"Feb 29, 2012 09:10 AM",,False,1,UT,2012-02-29,09:10 AM
P1-04529,CA 19M5777,20.0,"Feb 29, 2012 03:22 PM",,False,1,CA,2012-02-29,03:22 PM
P1-04530,NJ ZAU61J,20.0,"Feb 29, 2012 03:34 PM",,False,1,NJ,2012-02-29,03:34 PM
P1-04531,OH FFQ8438,0.0,"Feb 29, 2012 03:59 PM",,False,1,OH,2012-02-29,03:59 PM
P1-04532,UT 038UMV,0.0,"Feb 29, 2012 04:01 PM",,False,1,UT,2012-02-29,04:01 PM
P1-04533,CA 6FYY094,20.0,"Feb 29, 2012 04:02 PM",,False,1,CA,2012-02-29,04:02 PM
P1-04534,UT Z192WP,0.0,"Feb 29, 2012 04:07 PM",,False,1,UT,2012-02-29,04:07 PM
P1-04535,AZ AGG1854,0.0,"Feb 29, 2012 04:32 PM",,False,1,AZ,2012-02-29,04:32 PM
P1-04536,TX CK2P975,20.0,"Feb 29, 2012 04:36 PM",,False,1,TX,2012-02-29,04:36 PM
P1-04537,CA 5MKB330,20.0,"Feb 29, 2012 04:38 PM",,False,1,CA,2012-02-29,04:38 PM
P1-04538,UT Z972ZR,20.0,"Feb 29, 2012 04:43 PM",,False,1,UT,2012-02-29,04:43 PM
P1-04539,OR CL68267,20.0,"Feb 29, 2012 04:52 PM",,False,1,OR,2012-02-29,04:52 PM
P1-04540,UT 777YAU,20.0,"Feb 29, 2012 04:58 PM",,False,1,UT,2012-02-29,04:58 PM
P1-04541,UT Y309EG,20.0,"Feb 29, 2012 05:00 PM",,False,1,UT,2012-02-29,05:00 PM
P1-04542,UT Z192WP,30.0,"Feb 29, 2012 05:01 PM",,False,1,UT,2012-02-29,05:01 PM
P1-04543,OH FFQ8438,30.0,"Feb 29, 2012 05:06 PM",,False,1,OH,2012-02-29,05:06 PM
P1-04544,UT 038UMV,0.0,"Feb 29, 2012 05:09 PM",,False,1,UT,2012-02-29,05:09 PM
P1-04545,UT Z582UA,0.0,"Feb 29, 2012 05:15 PM",,False,1,UT,2012-02-29,05:15 PM
P1-04546,UT Z94YJ,20.0,"Feb 29, 2012 05:17 PM",,False,1,UT,2012-02-29,05:17 PM
P1-04547,AZ ATY4675,20.0,"Feb 29, 2012 05:44 PM",,False,1,AZ,2012-02-29,05:44 PM
P1-04548,UT B606WP,20.0,"Feb 29, 2012 05:45 PM",,False,1,UT,2012-02-29,05:45 PM
P1-04549,UT C147FP,0.0,"Feb 29, 2012 05:52 PM",,False,1,UT,2012-02-29,05:52 PM
P1-04550,UT B057ZH,20.0,"Feb 29, 2012 05:52 PM",,False,1,UT,2012-02-29,05:52 PM
P1-04551,UT A76ZC,20.0,"Feb 29, 2012 05:54 PM",,False,1,UT,2012-02-29,05:54 PM
P1-04552,WA 117USZ,30.0,"Mar 01, 2012 01:28 AM",APPEAL TIME LIMIT EXPIRED,True,1,WA,2012-03-01,01:28 AM
P1-04553,UT B771SZ,15.0,"Mar 01, 2012 01:34 AM",,False,1,UT,2012-03-01,01:34 AM
P1-04554,NV 784VXC,15.0,"Mar 01, 2012 01:37 AM",,False,1,NV,2012-03-01,01:37 AM
P1-04555,UT C109AK,5.0,"Mar 01, 2012 01:40 AM",,False,1,UT,2012-03-01,01:40 AM
P1-04556,UT 279NFC,15.0,"Mar 01, 2012 01:41 AM",,False,1,UT,2012-03-01,01:41 AM
